ngram,High,Low,Medium,None
으로/JKB 해결/NNG 하/XSV,0,0,1,0
으로/JKB 행동/NNG 하/XSV,1,0,0,0
으로/JKB 확산/NNG 되/XSV,0,0,1,0
으로/JKB 확인/NNG 이/JKS,0,0,1,0
으로/JKB 확인/NNG 하/XSV,0,0,1,0
으로/JKB 활용/NNG 하/XSV,0,0,1,0
으로부터/JKB 자유/NNG 롭/XSA,0,0,1,0
으로서/JKB 의/JKG 특성/NNG,0,0,1,0
으면/EC 공멸/NNG 하/XSV,0,0,1,0
으면/EC 나오/VV 기/ETN,0,1,0,0
으면/EC 되/VV ㄴ다/EF,0,0,0,1
으면/EC 실천/NNG 하/XSV,0,0,1,0
으면/EC 아름답/VA 지/EC,0,0,1,0
으면/EC 안/MAG 되/VV,1,0,0,1
으면/EC 얼마/NNG 이/VCP,0,0,1,0
으면/EC 전혀/MAG 다르*/VA,0,0,1,0
으면/EC 좋/VA 겠/EP,0,0,1,1
으시/EP ㄴ/ETM 모든/MM,0,0,1,0
은/ETM 가족/NNG 들/XSN,0,0,1,0
은/ETM 것/NNB 같/VA,0,0,0,1
은/ETM 것/NNB 으로/JKB,1,0,0,0
은/ETM 것/NNB 이/VCP,0,0,0,2
은/ETM 경지/NNG 의/JKG,0,0,1,0
은/ETM 공감대/NNG 바탕/NNG,0,0,1,0
은/ETM 관심/NNG 을/JKO,1,0,0,0
은/ETM 기분/NNG 이/JKS,1,0,1,0
은/ETM 꿈/NNG 이/JKS,0,0,1,0
은/ETM 날/NNG 의/JKG,0,0,1,0
은/ETM 논란/NNG 이/JKS,0,0,1,0
은/ETM 땀/NNG 을/JKO,1,0,0,0
은/ETM 모호/XR 하/XSA,0,0,1,0
은/ETM 문/NNG 이/JKS,0,1,0,0
은/ETM 물건/NNG 이/JKS,0,1,0,0
은/ETM 바닥/NNG 에/JKB,0,0,1,0
은/ETM 벽/NNG 이/JKS,0,0,1,0
은/ETM 부담/NNG 이/JKC,0,0,1,0
은/ETM 사람/NNG 이/JKS,0,0,1,0
은/ETM 사람/NNG 이/VCP,0,0,1,0
은/ETM 삶/NNG 을/JKO,0,0,1,0
은/ETM 섬/NNG 들/XSN,0,0,1,0
은/ETM 셰익스피어/NNP 를/JKO,0,0,1,0
은/ETM 손바닥/NNG 으로/JKB,0,0,1,0
은/ETM 시절/NNG 부터/JX,0,0,1,0
은/ETM 식민/NNG 화/XSN,0,0,1,0
은/ETM 안개/NNG 와/JKB,0,0,1,0
은/ETM 여성/NNG 문제/NNG,0,0,1,0
은/ETM 연극/NNG 이/VCP,0,0,1,0
은/ETM 영화/NNG 를/JKO,0,0,1,0
은/ETM 유행가/NNG 책/NNG,0,1,0,0
은/ETM 의혹/NNG 을/JKO,1,0,0,0
은/ETM 인기/NNG 를/JKO,1,0,0,0
은/ETM 인상/NNG 을/JKO,0,0,1,0
은/ETM 일/NNG 이/VCP,1,0,0,0
은/ETM 입시/NNG 부정/NNG,0,0,1,0
은/ETM 자연/NNG 학습/NNG,0,0,1,0
은/ETM 장기/NNG 하나/NR,0,0,1,0
은/ETM 책/NNG 이/VCP,0,0,1,0
은/ETM 측면/NNG 이/JKS,0,0,1,0
은/ETM 편/NNB 이/VCP,0,0,1,0
은/ETM 학생/NNG 필요/NNG,0,0,1,0
은/JX 가/VV 았/EP,0,0,1,0
은/JX 가장/MAG 친근/XR,0,0,1,0
은/JX 결코/MAG 쓰러지/VV,1,0,0,0
은/JX 골/NNG 이/JKS,0,0,1,0
은/JX 구체/NNG 적/XSN,0,0,1,0
은/JX 궁전/NNG 집/NNG,0,0,1,0
은/JX 그리/MAG 밝/VA,0,0,1,0
은/JX 금물/NNG 이/VCP,1,0,0,0
은/JX 기술/NNG 의/JKG,0,0,1,0
은/JX 꽃잎/NNG 처럼/JKB,0,1,0,0
은/JX 높/VA 지/EC,0,0,1,0
은/JX 다른/MM 곳/NNG,1,0,0,0
은/JX 당연/XR 하/XSA,0,1,0,0
은/JX 들/VV 지/EC,0,1,0,0
은/JX 떠나/VV 았/EP,0,0,1,0
은/JX 많/VA 지/EC,0,0,1,0
은/JX 무슨/MM 이야기/NNG,0,1,0,0
은/JX 묻히/VV 버리/VX,0,0,1,0
은/JX 물론/NNG 이/VCP,0,0,0,1
은/JX 밖/NNG 에서/JKB,0,0,1,0
은/JX 별로/MAG 특출/XR,0,0,1,0
은/JX 북한/NNP 을/JKO,0,0,1,0
은/JX 불결/NNG 하/XSA,0,0,1,0
은/JX 비키/VV 라우/EF,0,0,1,0
은/JX 사람/NNG 의/JKG,0,0,1,0
은/JX 사실/NNG 이/VCP,0,0,1,0
은/JX 쉽/VA 게/EC,0,0,1,0
은/JX 아니/VCN 다/EF,0,0,1,0
은/JX 아니/VCN 지만/EC,0,0,1,0
은/JX 알/VV 고/EC,0,0,1,0
은/JX 어떻/VA ㄴ가/EF,0,1,0,0
은/JX 없/VA 었/EP,0,0,1,0
은/JX 우리/NP 들/XSN,0,0,1,0
은/JX 이제/MAG 너무/MAG,0,0,1,0
은/JX 자꾸/MAG 고리타분/XR,0,0,1,0
은/JX 자아/NNG 실현/NNG,0,0,1,0
은/JX 작품/NNG 으로/JKB,0,0,1,0
은/JX 잘/MAG 하/VV,0,0,1,0
은/JX 장/NNG 터/NNG,0,0,1,0
은/JX 저절로/MAG 물러가/VV,0,0,1,0
은/JX 좀/MAG 들/VV,0,0,1,0
은/JX 죽음/NNG 과/JKB,0,0,1,0
은/JX 지/NNG 적/XSN,0,0,1,0
은/JX 하/VV 지/EC,0,0,1,0
은/JX 현재/NNG 건드리/VV,0,0,1,0
은혜/NNG 를/JKO 베풀/VV,0,0,1,0
을/ETM 가능*/NNG 성/XSN,0,0,1,0
을/ETM 가능/NNG 성/XSN,0,0,1,0
을/ETM 것/NNB 같/VA,0,0,0,1
을/ETM 것/NNB 과/JKB,0,1,0,0
을/ETM 것/NNB 으로/JKB,0,0,1,0
을/ETM 것/NNB 이/VCP,0,1,3,9
을/ETM 것/NNB 처럼/JKB,0,0,1,0
을/ETM 계획/NNG 이/VCP,0,0,2,0
을/ETM 때/NNG 경보/NNG,0,0,1,0
을/ETM 만/NNB 하/XSA,0,0,1,1
을/ETM 뿐/NNB 이/VCP,0,0,0,1
을/ETM 수/NNB 가/JKS,0,0,2,1
을/ETM 수/NNB 없/VA,5,0,4,0
을/ETM 수/NNB 있/VV,0,0,0,7
을/ETM 수단/NNG 이/JKS,0,0,1,0
을/ETM 정도/NNG 로/JKB,0,0,0,1
을/ETM 정도/NNG 이/VCP,0,0,0,2
을/ETM 터/NNB 이/VCP,0,0,0,1
을/ETM 필요/NNG 가/JKS,0,0,1,0
을/ETM 필요/NNG 는/JX,0,1,0,0
을/JKO 가르치/VV 는/ETM,0,0,1,0
을/JKO 가르치/VV ㄹ/ETM,0,0,1,0
을/JKO 가지/VV ㄴ/ETM,1,0,1,0
을/JKO 강의/NNG 하/XSV,0,0,1,0
을/JKO 강조/NNG 하/XSV,0,0,1,0
을/JKO 강화/NNG 하/XSV,0,0,1,0
을/JKO 갖/VV 게/EC,0,0,1,0
을/JKO 갖/VV 지/EC,1,0,0,0
을/JKO 같이/MAG 하/VV,0,1,0,0
을/JKO 개선/NNG 하/XSV,0,0,1,0
을/JKO 객관/NNG 화/XSN,0,0,1,0
을/JKO 거느리/VV ㄴ/ETM,0,0,1,0
을/JKO 걸/VV 어/EC,0,0,1,0
을/JKO 게을리/MAG 하/XSV,0,0,1,0
을/JKO 겪/VV 는/ETM,0,0,1,0
을/JKO 결집/NNG 하/XSV,0,0,1,0
을/JKO 계속/NNG 하/XSV,0,1,0,0
을/JKO 고집/NNG 하/XSV,0,0,1,0
을/JKO 고치/VV 는/ETM,0,1,0,0
을/JKO 공급/NNG 하/XSV,0,1,0,0
을/JKO 공유/NNG 하/XSV,0,0,1,0
을/JKO 교육/NNG 받/VV,0,1,0,0
을/JKO 극복/NNG 하/XSV,0,0,1,0
을/JKO 기대/NNG 하/XSV,0,0,1,0
을/JKO 까먹/VV 는/ETM,0,1,0,0
을/JKO 깨/VV 고/EC,0,1,0,0
을/JKO 깨닫/VV 게/EC,0,0,1,0
을/JKO 깨닫/VV 는다/EC,0,0,1,0
을/JKO 꼼꼼/XR 하/XSA,0,0,1,0
을/JKO 꾸/VV 었/EP,0,0,1,0
을/JKO 꿈꾸/VV 었/EP,0,0,1,0
을/JKO 끝/NNG 까지/JX,0,0,1,0
을/JKO 나누/VV 어/EC,0,0,1,0
을/JKO 나름/NNB 대로/JX,0,0,1,0
을/JKO 낮추/VV 는/ETM,0,0,1,0
을/JKO 내/VV 는/ETM,0,0,1,0
을/JKO 내놓/VV 는/ETM,0,0,1,0
을/JKO 내포/NNG 하/XSV,0,0,1,0
을/JKO 넘어서/VV 었/EP,0,1,0,0
을/JKO 높이/MAG 들/VV,0,0,1,0
을/JKO 놓/VV 고/EC,0,0,1,0
을/JKO 늦추/VV 지/EC,0,0,1,0
을/JKO 다/MAG 하/XSV,2,0,0,0
을/JKO 다시/MAG 복습/NNG,0,0,1,0
을/JKO 다시금/MAG 절감/NNG,1,0,0,0
을/JKO 다지/VV 고/EC,0,0,1,0
을/JKO 닫/VV 아/EC,1,0,0,0
을/JKO 더/MAG 지니/VV,0,0,1,0
을/JKO 더/MAG 하/XSV,0,0,1,0
을/JKO 더하/VV 아/EC,0,0,1,0
을/JKO 던지/VV 던/ETM,0,0,1,0
을/JKO 덜/VV 어/EC,0,0,1,0
을/JKO 데리/VV 고/EC,0,0,1,0
을/JKO 돈/NNG 얼마/NNG,0,0,1,0
을/JKO 돌리/VV 어/EC,0,0,1,0
을/JKO 되찾/VV 아/EC,0,0,1,0
을/JKO 두/MM 번/NNB,0,0,1,0
을/JKO 두/VV 고/EC,1,0,0,0
을/JKO 뒤/NNG 에서/JKB,0,1,0,0
을/JKO 뒤흔들/VV 지/EC,0,0,1,0
을/JKO 듣/VV 거나/EC,0,0,1,0
을/JKO 들/VV 던/ETM,0,1,0,0
을/JKO 떠나/VV 지/EC,0,0,1,0
을/JKO 떠오르/VV 게/EC,0,0,1,0
을/JKO 떨/VV 거나/EC,0,0,1,0
을/JKO 떨치/VV 어/EC,0,0,1,0
을/JKO 떼/VV 어/EC,0,0,1,0
을/JKO 뜻/NNG 하/XSV,0,0,1,0
을/JKO 마시/VV 고/EC,0,0,1,0
을/JKO 막/VV 는/ETM,0,0,1,0
을/JKO 막/VV 아/EC,0,0,1,0
을/JKO 만나/VV ㄹ/ETM,0,0,1,0
을/JKO 만들/VV 는/ETM,0,0,1,0
을/JKO 만들/VV 시/EP,0,0,1,0
을/JKO 만들/VV 어/EC,0,0,1,0
을/JKO 만들/VV 어야/EC,0,1,1,0
을/JKO 만들/VV 었/EP,0,0,1,0
을/JKO 말/NNG 하/XSV,0,0,1,0
을/JKO 망설이/VV 고/EC,1,0,0,0
을/JKO 먹/VV 는/ETM,0,1,0,0
을/JKO 먹/VV 자니/EC,0,0,1,0
을/JKO 모으/VV 아/EC,1,0,0,0
을/JKO 모으/VV 았/EP,0,0,1,0
을/JKO 믿/VV 지/EC,0,0,1,0
을/JKO 바꾸/VV 려는/ETM,0,0,1,0
을/JKO 받/VV 고/EC,0,1,0,0
을/JKO 받/VV 은/ETM,0,0,1,0
을/JKO 받/VV 지/EC,0,0,2,0
을/JKO 발표/NNG 하/XSV,0,0,1,0
을/JKO 방불/XR 하/XSA,0,0,1,0
을/JKO 백천/NR 번/NNB,1,0,0,0
을/JKO 버팅기/VV 게/EC,0,0,1,0
을/JKO 보/VV 라고/EC,0,0,1,0
을/JKO 보이/VV 면/EC,0,0,1,0
을/JKO 보이/VV 어/EC,0,1,1,0
을/JKO 보장/NNG 받/VV,0,0,1,0
을/JKO 본/NNG 따리/VV,1,0,0,0
을/JKO 부수/VV 는/ETM,0,0,1,0
을/JKO 부추기/VV 는/ETM,0,0,1,0
을/JKO 불/NNG 빛/NNG,0,0,1,0
을/JKO 빚/VV 었/EP,0,0,1,0
을/JKO 빨/VV 러/EC,0,1,0,0
을/JKO 빼/VV 는/ETM,0,0,1,0
을/JKO 빼앗기/VV ㄹ지/EC,0,0,1,0
을/JKO 사랑/NNG 하/XSV,0,0,1,0
을/JKO 상실/NNG 하/XSV,0,0,2,0
을/JKO 생각/NNG 하/XSV,0,0,2,0
을/JKO 석권/NNG 하/XSV,1,0,0,0
을/JKO 설계/NNG 하/XSV,1,0,0,0
을/JKO 세우/VV 어/EC,0,0,1,0
을/JKO 수없이/MAG 염하/VV,0,1,0,0
을/JKO 시도/NNG 하/XSV,0,0,1,0
을/JKO 쓰/VV 거나/EC,1,0,0,0
을/JKO 쓰/VV ㄹ/ETM,0,0,1,0
을/JKO 쓰/VV 어/EC,0,0,1,0
을/JKO 아끼/VV 어/EC,0,0,1,0
을/JKO 안/MAG 하/VV,0,0,1,0
을/JKO 앓/VV 기/ETN,0,0,1,0
을/JKO 앗/VV 아/EC,1,0,0,0
을/JKO 약화/NNG 시키/XSV,0,0,1,0
을/JKO 얻/VV 은/ETM,0,0,1,0
을/JKO 열/VV 어야/EC,0,0,1,0
을/JKO 열/VV 었/EP,0,0,1,0
을/JKO 오히려/MAG 깊/VA,1,0,0,0
을/JKO 올리/VV 게/EC,0,0,1,0
을/JKO 요구/NNG 하/XSV,0,0,2,0
을/JKO 울리/VV 던/ETM,0,0,1,0
을/JKO 위시/NNG 하/XSV,0,0,0,1
을/JKO 위하/VV 아/EC,0,0,1,0
을/JKO 유지/NNG 시키/XSV,0,1,0,0
을/JKO 이루/VV 었/EP,0,0,1,0
을/JKO 이야기/NNG 하/XSV,0,0,1,0
을/JKO 이용/NNG 하/XSV,0,1,0,0
을/JKO 일깨우/VV 고/EC,0,1,0,0
을/JKO 일깨우/VV 어/EC,1,0,0,0
을/JKO 일으키/VV 어서/EC,0,0,1,0
을/JKO 입/NNG 에/JKB,0,0,1,0
을/JKO 입/VV 자/EC,0,0,2,0
을/JKO 입증/NNG 하/XSV,0,0,1,0
을/JKO 잊/VV 어서/EC,0,0,1,0
을/JKO 자극/NNG 하/XSV,0,0,2,0
을/JKO 자꾸/MAG 놓치/VV,0,0,1,0
을/JKO 자처/NNG 하/XSV,0,0,1,0
을/JKO 잡아먹/VV 고/EC,0,0,1,0
을/JKO 전시/NNG 하/XSV,0,0,1,0
을/JKO 절감/NNG 하/XSV,0,0,1,0
을/JKO 점검/NNG 하/XSV,0,0,1,0
을/JKO 점령/NNG 하/XSV,0,0,1,0
을/JKO 제기/NNG 하/XSV,1,0,0,0
을/JKO 제대로/MAG 받/VV,0,0,1,0
을/JKO 종용/NNG 하/XSV,0,0,1,0
을/JKO 주/VV 는/ETM,0,0,1,0
을/JKO 주/VV 지/EC,0,0,1,0
을/JKO 주입/NNG 하/XSV,0,1,0,0
을/JKO 증폭/NNG 시키/XSV,1,0,0,0
을/JKO 지나치/VA 게/EC,0,0,1,0
을/JKO 지원/NNG 하/XSV,0,0,1,0
을/JKO 지키/VV 어/EC,0,0,1,0
을/JKO 지향/NNG 하/XSV,0,0,1,0
을/JKO 찾/VV 지/EC,0,0,1,0
을/JKO 청구/NNG 하/XSV,1,0,0,0
을/JKO 촉구/NNG 하/XSV,0,1,0,0
을/JKO 추구/NNG 하/XSV,1,0,0,0
을/JKO 치밀/VV 는/ETM,0,0,1,0
을/JKO 치유/NNG 하/XSV,0,0,1,0
을/JKO 키우/VV 어/EC,0,1,0,0
을/JKO 통제/NNG 하/XSV,0,1,0,0
을/JKO 통하/VV 아/EC,0,0,1,0
을/JKO 퇴보/NNG 시키/XSV,0,0,1,0
을/JKO 표시/NNG 하/XSV,0,0,1,0
을/JKO 피우/VV 어/EC,0,0,1,0
을/JKO 하/VV 기/ETN,0,0,1,0
을/JKO 하/VV ㄴ다/EC,0,0,1,0
을/JKO 하/VV 는/ETM,0,1,0,0
을/JKO 하/VV 다가/EC,0,1,0,0
을/JKO 하/VV 든/EC,0,0,1,0
을/JKO 하/VV 지/EC,0,0,2,0
을/JKO 한데/MAG 모으/VV,0,1,0,0
을/JKO 함께/MAG 가지/VV,0,0,1,0
을/JKO 함께/MAG 하/XSV,0,0,1,0
을/JKO 해보/VV ㄹ/ETM,0,1,0,0
을/JKO 확인/NNG 하/XSV,0,0,1,0
을/JKO 활성/NNG 화/XSN,0,1,0,0
을/JKO 효율/NNG 적/XSN,0,0,1,0
을/JKO 훨씬/MAG 넘/VV,0,1,0,0
을/JKO 흔들/VV 어도/EC,0,0,1,0
을/JKO 흡수/NNG 하/XSV,0,0,1,0
을까/EC 두렵/VA 었/EP,0,0,1,0
음산/XR 하/XSA ㄴ/ETM,0,0,1,0
음악/NNG 과/JC 영화/NNG,0,0,1,0
음악/NNG 은/JX 가장/MAG,0,0,1,0
음악/NNG 은/JX 아니/VCN,0,0,1,0
음악/NNG 은/JX 이제/MAG,0,0,1,0
응답/NNG 이/JKS 없/VA,0,1,0,0
의/JKG 가능/NNG 성/XSN,0,0,1,0
의/JKG 가책/NNG 이/JKS,0,0,1,0
의/JKG 가치/NNG 는/JX,0,1,0,0
의/JKG 감각/NNG 적/XSN,0,1,0,0
의/JKG 강렬/XR 하/XSA,0,0,1,0
의/JKG 거푸집/NNG 속/NNG,0,0,1,0
의/JKG 결심/NNG 을/JKO,0,0,1,0
의/JKG 경험/NNG 이/JKS,0,1,0,0
의/JKG 곁/NNG 으로/JKB,0,0,1,0
의/JKG 곁/NNG 을/JKO,0,0,1,0
의/JKG 고달프/VA ㄴ/ETM,0,0,1,0
의/JKG 고향/NNG 으로/JKB,0,0,1,0
의/JKG 골절/NNG 되/XSV,0,1,0,0
의/JKG 과제/NNG 가/JKS,0,0,1,0
의/JKG 과제/NNG 이/VCP,1,0,0,0
의/JKG 관객/NNG 을/JKO,0,0,1,0
의/JKG 광활/XR 하/XSA,0,0,1,0
의/JKG 국제/NNG 무용/NNG,0,0,1,0
의/JKG 근본/NNG 은/JX,0,0,1,0
의/JKG 긴박/NNG 하/XSA,0,0,1,0
의/JKG 길/NNG 을/JKO,0,0,1,0
의/JKG 길이/NNG 가/JKS,0,0,1,0
의/JKG 깨치/VV ㄴ/ETM,0,0,1,0
의/JKG 꿈/NNG 이/VCP,0,0,1,0
의/JKG 나이/NNG 를/JKO,0,1,0,0
의/JKG 노력/NNG 을/JKO,1,0,0,0
의/JKG 노예/NNG 가/JKC,0,0,1,0
의/JKG 높/VA 은/ETM,0,0,1,0
의/JKG 다른/MM 이름/NNG,0,0,1,0
의/JKG 다양/XR 성/XSN,0,0,1,0
의/JKG 단절/NNG 은/JX,0,0,1,0
의/JKG 당면/NNG 쟁점/NNG,1,0,0,0
의/JKG 대상/NNG 이/JKC,0,0,1,0
의/JKG 도마/NNG 에/JKB,0,0,1,0
의/JKG 도입/NNG 으로/JKB,0,0,1,0
의/JKG 또/MAG 다른/MM,0,0,1,0
의/JKG 마음/NNG 에/JKB,0,0,1,0
의/JKG 마음/NNG 의/JKG,0,0,1,0
의/JKG 망동/NNG 을/JKO,1,0,0,0
의/JKG 면모/NNG 는/JX,0,1,0,0
의/JKG 모든/MM 달력/NNG,0,0,1,0
의/JKG 목소리/NNG 가/JKS,1,0,0,0
의/JKG 목소리/NNG 도/JX,1,0,0,0
의/JKG 몸/NNG 에/JKB,0,1,0,0
의/JKG 바로/MAG 그/MM,0,1,0,0
의/JKG 바짓가랑이/NNG 에/JKB,1,0,0,0
의/JKG 박수/NNG 와/JC,0,0,1,0
의/JKG 반/NNG 만큼/NNB,0,1,0,0
의/JKG 반/NNG 의/JKG,0,1,0,0
의/JKG 반대편/NNG 에/JKB,0,0,1,0
의/JKG 벽/NNG 을/JKO,0,1,0,0
의/JKG 보건/NNG 요원/NNG,0,1,0,0
의/JKG 복식관/NNG 과/JC,0,1,0,0
의/JKG 비밀/NNG 작법/NNG,0,0,1,0
의/JKG 비전/NNG 을/JKO,1,0,0,0
의/JKG 사람/NNG 이/VCP,0,0,1,0
의/JKG 사랑/NNG 은/JX,1,0,0,0
의/JKG 사용/NNG 도/JX,0,0,1,0
의/JKG 사회/NNG 적/XSN,0,0,1,0
의/JKG 살/NNG 과/JC,0,0,1,0
의/JKG 삶/NNG 의/JKG,0,0,1,0
의/JKG 색깔/NNG 로/JKB,0,0,1,0
의/JKG 석/NNG 을/JKO,0,0,1,0
의/JKG 선/NNG 과/JC,0,0,1,0
의/JKG 선전/NNG 은/JX,0,1,0,0
의/JKG 성금/NNG 을/JKO,1,0,0,0
의/JKG 세계/NNG 가/JKS,0,0,1,0
의/JKG 세계/NNG 를/JKO,0,0,1,0
의/JKG 세계/NNG 속/NNG,1,0,0,0
의/JKG 세대/NNG 들/XSN,0,0,1,0
의/JKG 소설/NNG 들/XSN,0,0,1,0
의/JKG 속도/NNG 와/JC,0,0,1,0
의/JKG 손/NNG 으로/JKB,0,0,1,0
의/JKG 숲/NNG 을/JKO,0,0,1,0
의/JKG 시간/NNG 윤전기/NNG,0,0,1,0
의/JKG 시나리오/NNG 를/JKO,0,1,0,0
의/JKG 시대/NNG 로/JKB,0,0,1,0
의/JKG 식민/NNG 화/XSN,0,0,1,0
의/JKG 신기/NNG 가/JKS,0,0,1,0
의/JKG 실정/NNG 에/JKB,0,1,0,0
의/JKG 심리/NNG 를/JKO,0,1,0,0
의/JKG 쓸쓸/XR 하/XSA,0,1,0,0
의/JKG 아이/NNG 들/XSN,0,0,1,0
의/JKG 아픔/NNG 을/JKO,0,0,1,0
의/JKG 얘기/NNG 를/JKO,0,0,1,0
의/JKG 여백/NNG 을/JKO,0,0,1,0
의/JKG 여성/NNG 위원/NNG,0,0,1,0
의/JKG 역사/NNG 연구/NNG,0,1,0,0
의/JKG 연기/NNG 연습/NNG,0,0,1,0
의/JKG 연속/NNG 이/VCP,0,0,1,0
의/JKG 영화/NNG 작업/NNG,0,1,0,0
의/JKG 예술/NNG 성/XSN,0,0,1,0
의/JKG 예술/NNG 이/VCP,0,0,1,0
의/JKG 울림/NNG 으로/JKB,0,0,1,0
의/JKG 원천/NNG 이/VCP,0,0,1,0
의/JKG 입/NNG 에서/JKB,1,0,0,0
의/JKG 자동차/NNG 등록/NNG,0,1,0,0
의/JKG 자리/NNG 로/JKB,0,0,1,0
의/JKG 자세/NNG 로/JKB,0,0,1,0
의/JKG 자신만만/XR 하/XSA,0,0,1,0
의/JKG 자연/NNG 스럽/XSA,0,0,1,0
의/JKG 재롱떨*/VV 는*/ETM,0,0,1,0
의/JKG 적정/NNG 화/XSN,0,0,1,0
의/JKG 전조/NNG 가/JKC,0,0,1,0
의/JKG 전투/NNG 적/XSN,0,1,0,0
의/JKG 절반/NNG 가격/NNG,0,0,1,0
의/JKG 정/NNG 을/JKO,0,0,1,0
의/JKG 정기/NNG 를/JKO,1,0,0,0
의/JKG 정서/NNG 를/JKO,0,0,1,0
의/JKG 정취/NNG 가/JKS,0,0,1,0
의/JKG 정치/NNG 적/XSN,1,0,0,0
의/JKG 주류/NNG 이/VCP,0,0,1,0
의/JKG 주체/NNG 성/XSN,0,0,1,0
의/JKG 중요/XR 하/XSA,0,0,1,0
의/JKG 즐겁/VA ㄴ/ETM,0,0,1,0
의/JKG 지갑/NNG 을/JKO,0,0,1,0
의/JKG 지배/NNG 를/JKO,0,0,1,0
의/JKG 지휘자/NNG 상/NNG,1,0,0,0
의/JKG 질환/NNG 과/JKB,0,0,1,0
의/JKG 집/NNG 이/JKC,0,0,1,0
의/JKG 집단/NNG 적/XSN,0,0,1,0
의/JKG 책임자/NNG 들/XSN,0,1,0,0
의/JKG 최고/NNG 배우/NNG,1,0,0,0
의/JKG 편리/NNG 하/XSA,0,0,1,0
의/JKG 편안/NNG 하/XSA,0,1,0,0
의/JKG 표상/NNG 이/VCP,0,1,0,0
의/JKG 풍성/XR 하/XSA,0,0,1,0
의/JKG 피/NNG 를/JKO,0,0,1,0
의/JKG 필기/NNG 시험/NNG,0,0,1,0
의/JKG 한가/XR 롭/XSA,0,1,0,0
의/JKG 한계/NNG 를/JKO,0,0,1,0
의/JKG 행사/NNG 이/VCP,0,0,1,0
의/JKG 현실/NNG 성/XSN,0,0,1,0
의/JKG 현재/NNG 성/XSN,0,1,0,0
의/JKG 혐의/NNG 를/JKO,1,0,0,0
의/JKG 형제/NNG 의/JKG,0,0,1,0
의/JKG 확대/NNG 형/XSN,1,0,0,0
의/JKG 회화/NNG 적/XSN,0,1,0,0
의/JKG 흥행/NNG 기록/NNG,2,0,0,0
의/JKG 힘/NNG 을/JKO,0,0,1,0
의견/NNG 을/JKO 모으/VV,0,0,1,0
의견/NNG 이/JKS 나오/VV,0,0,1,0
의구심/NNG 도/JX 지우/VV,1,0,0,0
의도/NNG 가/JKS 작용/NNG,0,0,1,0
의도/NNG 를/JKO 더/MAG,0,0,1,0
의도/NNG 적/XSN 으로/JKB,0,0,1,0
의무/NNG 가/JKS 있/VV,0,1,0,0
의문/NNG 을/JKO 갖/VV,1,0,0,0
의미/NNG 가/JKS 막대/XR,0,0,1,0
의미/NNG 있/VV 는/ETM,0,0,1,0
의사/NNG 를/JKO 나타내/VV,0,0,1,0
의식/NNG 장애/NNG 는/JX,0,0,1,0
의식/NNG 적/XSN 흥취/NNG,0,0,1,0
의식/NNG 하/XSV 고/EC,0,0,1,0
의아/NNG 스럽/XSA 어/EC,0,0,1,0
의아/XR 하/XSA 아/EC,0,1,0,0
의외/NNG 의/JKG 한가/XR,0,1,0,0
의지/NNG 와/JC 정신/NNG,0,1,0,0
의하/VV 아/EC 언로/NNG,1,0,0,0
의학/NNG 지식/NNG 이/JKS,0,0,1,0
의혹/NNG 을/JKO 사/VV,1,0,0,0
의혹/NNG 을/JKO 오히려/MAG,1,0,0,0
의혹/NNG 을/JKO 증폭/NNG,1,0,0,0
이*/JKS 새/VV 도록/EC,1,0,0,0
이/JKC 되/VV ㄴ/ETM,0,0,1,0
이/JKC 되/VV ㄴ다/EF,0,0,1,0
이/JKC 되/VV 는/ETM,0,0,1,0
이/JKC 되/VV ㅂ시다/EF,0,0,1,0
이/JKC 되/VV 어/EC,0,0,1,0
이/JKC 되/VV 지/EC,1,0,0,0
이/JKC 아니/VCN ㄴ가/EC,0,1,0,0
이/JKC 아니/VCN 다/EF,0,0,1,0
이/JKC 아니/VCN ㄹ/ETM,1,0,0,0
이/JKC 아니/VCN 라/EC,0,0,1,4
이/JKC 안/MAG 되/VV,0,0,1,0
이/JKS 가/VV 기/ETN,0,0,1,0
이/JKS 가장/MAG 크/VA,0,0,1,0
이/JKS 가족/NNG 하고*/JKB,0,0,1,0
이/JKS 각별/XR 하/XSA,1,0,0,0
이/JKS 갇히/VV 어/EC,0,0,1,0
이/JKS 갑자기/MAG 돌아오/VV,0,1,0,0
이/JKS 거의/MAG 없/VA,0,0,1,0
이/JKS 결여/NNG 되/XSV,0,0,1,0
이/JKS 고르/VA 지/EC,0,0,1,0
이/JKS 고조/NNG 되/XSV,0,0,2,0
이/JKS 곤란/NNG 하/XSA,0,0,1,0
이/JKS 골고루/MAG 녹/VV,0,0,1,0
이/JKS 공존/NNG 의/JKG,0,0,1,0
이/JKS 공포/NNG 와/JC,0,0,1,0
이/JKS 과중/XR 하/XSA,0,0,1,0
이/JKS 관람객/NNG 을/JKO,0,0,1,0
이/JKS 교포/NNG 에/JKB,0,0,1,0
이/JKS 구별/NNG 이/JKS,0,0,1,0
이/JKS 국기/NNG 게양/NNG,0,0,1,0
이/JKS 그치/VV ㄹ/ETM,0,0,1,0
이/JKS 기쁘/VA 게/EC,0,0,1,0
이/JKS 끊/VV 어/EC,0,0,1,0
이/JKS 나/NP 의/JKG,0,0,1,0
이/JKS 나/VV 기/ETN,0,0,1,0
이/JKS 나오/VV 면/EC,0,0,1,0
이/JKS 나오/VV 아야/EC,0,0,1,0
