ngram,High,Low,Medium,None
약혼/NNG,1,0,0,0
약화/NNG,0,0,1,0
양/MM,1,0,0,0
양보/NNG,0,0,1,0
양상/NNG,0,1,0,0
양식/NNG,0,0,1,0
양심/NNG,0,0,1,0
양탄자/NNG,0,0,1,0
얘기/NNG,1,0,2,0
어*/EC,0,0,2,0
어/EC,11,15,92,3
어/EF,2,0,4,0
어깨/NNG,1,0,0,0
어느/MM,0,2,2,1
어다/EC,0,0,1,0
어다가/EC,0,0,0,1
어도/EC,0,0,1,3
어둠/NNG,0,0,3,0
어둡/VA,0,0,1,0
어디/NP,0,0,2,1
어떠/XR,0,0,1,0
어떤/MM,2,0,4,2
어떻/VA,2,1,0,3
어떻든/MAG,0,0,0,1
어라/EF,1,0,2,0
어려움/NNG,0,0,2,0
어렵/VA,3,1,17,0
어루만지/VV,0,0,1,0
어리/VA,0,0,2,0
어리/VV,0,0,1,0
어리광/NNG,0,0,1,0
어린이/NNG,0,2,2,0
어머니/NNG,1,1,0,0
어서/EC,0,0,6,0
어야/EC,0,1,6,27
어야만/EC,0,0,1,0
어야지요/EF,0,0,1,0
어요/EC,0,0,2,1
어요/EF,0,0,5,1
어우러지/VV,0,0,3,0
어지럼증/NNG,0,0,1,0
어쨌든/MAG,0,0,0,1
어쩌/VV,1,0,3,0
어찌/MAG,0,0,0,1
어처구니/NNG,1,0,0,0
억/NR,1,0,0,0
억울/XR,0,0,1,0
억지/NNG,1,0,0,0
언로/NNG,1,0,1,0
언론/NNG,0,0,2,0
언제/MAG,1,0,0,0
언젠가/MAG,0,0,1,0
얻/VV,2,1,6,0
얼/VV,0,0,1,0
얼굴/NNG,1,0,2,0
얼마/NNG,1,0,2,0
얼마나/MAG,3,0,4,0
얼싸안/VV,1,0,0,0
얼씬거리/VV,0,0,1,0
얼핏/MAG,0,0,2,0
얽매이/VV,0,0,1,0
엄마/NNG,1,0,3,0
엄밀히/MAG,0,0,0,1
엄숙/XR,0,0,1,0
엄연/XR,0,0,1,0
엄연히/MAG,0,0,0,1
엄청나/VA,3,0,1,0
업/VV,1,0,0,0
업무/NNG,0,0,2,0
없/VA,23,10,55,15
없/VV,1,0,0,0
없이/MAG,3,1,12,1
엇나가/VV,0,1,0,0
었/EP,0,7,35,0
엉뚱/XR,0,1,1,0
엉망진창/NNG,1,0,0,0
엉터리/NNG,1,0,0,0
에/JKB,18,21,95,22
에게/JKB,0,1,10,0
에너지/NNG,0,0,1,0
에서/JKB,6,11,28,2
에서부터/JKB,0,0,0,1
에어로빅/NNG,0,1,0,0
여/EC,0,0,1,0
여/XSN,1,0,2,0
여기/NP,0,0,2,0
여기/VV,1,1,3,0
여러/MM,0,0,2,0
여론/NNG,1,0,1,0
여물/VA,0,0,1,0
여백/NNG,0,0,1,0
여부/NNG,0,0,1,0
여성/NNG,1,4,7,0
여실히/MAG,0,0,0,1
여울/NNG,0,0,1,0
여유/NNG,0,0,2,0
여자/NNG,1,1,2,0
여전히/MAG,0,0,0,1
여지/NNG,1,0,0,1
여지껏/MAG,0,0,1,0
여차/XR,0,0,0,1
역량/NNG,0,0,1,0
역사/NNG,0,2,4,0
역설/NNG,0,1,1,0
역시/MAG,0,1,1,1
역작/NNG,1,0,0,0
역행/NNG,0,0,1,0
연구/NNG,0,2,1,0
연극/NNG,0,0,3,0
연기/NNG,0,0,4,0
연기파/NNG,0,0,1,0
연민/NNG,0,0,1,0
연발/NNG,0,0,1,0
연설/NNG,0,0,0,1
연속/NNG,0,0,1,0
연습/NNG,0,0,2,0
연행/NNG,0,0,1,0
열/NNG,0,0,1,0
열/NR,0,0,1,0
열/VV,0,0,3,0
열광/NNG,1,0,0,0
열기/NNG,0,0,1,0
열등/NNG,0,0,1,0
열리/VV,0,1,2,0
열망/NNG,0,0,2,0
열매/NNG,0,0,2,0
열쇠/NNG,0,0,1,0
열심히/MAG,0,1,0,0
열연/NNG,0,0,2,0
열정/NNG,0,0,1,0
열창/NNG,0,0,1,0
염하/VV,0,1,0,0
엿보/VV,0,1,2,0
영감/NNG,0,0,1,0
영글/VV,0,0,1,0
영산/NNG,0,0,1,0
영양/NNG,0,0,1,0
영역/NNG,0,0,1,0
영욕/NNG,0,0,1,0
영원히/MAG,0,0,1,0
영태/NNP,1,0,0,0
영향/NNG,0,0,1,0
영혼/NNG,0,0,4,0
영화/NNG,1,4,5,0
예/NNG,0,0,1,0
예방/NNG,0,1,1,0
예상/NNG,1,0,3,0
예수/NNP,0,0,1,0
예술/NNG,0,0,6,0
예술의전당/NNP,0,0,1,0
예술품/NNG,0,0,1,0
예전/NNG,0,0,1,0
예정/NNG,0,0,6,0
예지/NNG,0,0,1,0
옛/MM,0,0,3,0
옛글/NNG,0,0,1,0
오*/VV,0,0,1,0
오/VV,0,0,2,0
오/VX,2,1,4,0
오늘날/NNG,0,0,1,0
오랜/MM,2,0,0,0
오랫동안/NNG,0,1,0,0
오르/VV,0,0,1,0
오른/MM,0,1,0,0
오만/NNG,0,0,1,0
오버/NNG,0,0,1,0
오빠/NNG,0,0,1,0
오판/NNG,0,0,1,0
오히려/MAG,1,0,2,1
옥살이/NNG,0,0,1,0
온/MM,0,0,2,0
온기/NNG,0,0,1,0
온통/MAG,0,1,0,0
올리/VV,0,0,3,0
옮기/VV,0,0,1,0
옷/NNG,0,0,1,0
옹호/NNG,0,0,2,0
와*/JC,0,0,1,0
와/JC,3,2,11,0
와/JKB,1,1,5,2
왁자지껄/MAG,0,0,2,0
완비/NNG,0,0,1,0
완전/NNG,0,0,2,0
완전히/MAG,0,0,1,1
왕년/NNG,0,1,0,0
왕성/XR,0,0,1,0
왕실/NNG,0,1,0,0
왕조/NNG,0,1,0,0
왜/MAG,1,0,0,0
외국/NNG,1,0,1,0
외길/NNG,0,1,1,0
외로움/NNG,0,0,1,0
외롭/VA,0,0,1,0
외면/NNG,0,0,1,0
외제/NNG,1,0,0,0
요구/NNG,1,1,4,0
요령/NNG,0,1,0,0
요리/NNG,0,0,1,0
요원/NNG,0,1,0,0
요인/NNG,0,0,1,0
요지경/NNG,0,0,1,0
요청/NNG,1,0,0,0
욕/NNG,1,0,0,0
욕망/NNG,1,3,3,0
욕심/NNG,0,1,2,0
욕심내/VV,0,0,1,0
용/XSN,0,1,0,0
용서/NNG,0,0,1,0
용인/NNG,0,0,1,0
용품/NNG,0,0,2,0
우뚝/MAG,0,0,1,0
우려/NNG,1,0,9,0
우리/NP,1,1,11,0
우리말/NNG,0,0,1,0
우선/MAG,0,0,0,3
우선/NNG,0,1,0,0
우세/NNG,0,0,1,0
우수/NNG,0,0,1,0
우수상/NNG,1,0,0,0
우스꽝스럽/VA,0,0,1,0
우연/NNG,0,1,0,0
우연히/MAG,0,1,0,0
우와/IC,0,0,1,0
우울/NNG,0,0,1,0
우정/NNG,0,0,1,0
우주/NNG,0,0,1,0
우호/NNG,1,0,0,0
운동/NNG,1,0,3,0
운보/NNG,0,0,1,0
운치/NNG,0,0,1,0
운항/NNG,0,0,1,0
울/NP,0,0,1,0
울/VV,0,1,3,0
울리/VV,0,0,3,0
울림/NNG,0,0,1,0
울부짖/VV,0,0,1,0
울음/NNG,0,0,2,0
울컥/MAG,0,0,1,0
울트라/NNG,0,0,1,0
움직임/NNG,0,0,4,0
움켜쥐/VV,0,0,1,0
웃/VV,0,0,2,0
웃기/VV,0,0,1,0
웃음/NNG,0,0,2,0
웅비/NNG,0,0,1,0
워낙/MAG,0,0,0,2
원/NNG,2,1,4,0
원래/NNG,0,1,0,0
원만/XR,0,0,2,0
원천/NNG,0,0,1,0
원칙/NNG,0,0,1,0
원하/VV,0,0,1,0
원한/NNG,0,0,1,0
월/NNB,0,0,1,0
웬/MM,0,0,0,1
웬만/XR,0,1,0,0
위/NNG,0,0,2,0
위기/NNG,1,0,3,0
위기감/NNG,1,0,0,0
위대/XR,0,0,1,0
위력/NNG,0,0,1,0
위반/NNG,0,0,3,1
위상/NNG,0,0,1,0
위시/NNG,0,0,0,1
위원/NNG,0,0,1,0
위주/NNG,0,1,0,0
위치/NNG,0,0,3,0
위통/NNG,0,0,1,0
위하/VV,0,4,27,12
위헌/NNG,1,0,0,0
위험/NNG,2,1,3,0
위협/NNG,2,0,1,0
유감/NNG,1,0,0,0
유공자/NNG,0,1,0,0
유기/NNG,0,0,2,0
유난/NNG,0,0,1,0
유난히/MAG,0,0,0,1
유달리/MAG,0,0,1,0
유독/MAG,0,0,1,0
유동/NNG,1,0,0,0
유리/NNG,0,0,1,0
유머/NNG,0,0,1,0
유명*/NNG,0,0,1,0
유명/XR,0,1,4,0
유민/NNG,0,0,1,0
유사*/NNG,0,1,0,0
유사/XR,1,0,0,0
유수/NNG,1,0,0,0
유신/NNG,0,0,1,0
유연/XR,0,0,1,0
유일/NNG,0,1,2,0
유적/NNG,0,0,1,0
유지/NNG,0,2,1,0
유치원/NNG,0,0,1,0
유학/NNG,0,0,1,0
유해/NNG,0,0,1,0
유행/NNG,0,0,3,0
유행가/NNG,0,1,0,0
유효/NNG,0,0,2,0
윤전기/NNG,0,0,1,0
